2020-06-04T11:29:33-0300 [-] Creating router ...
2020-06-04T11:29:33-0300 [-] Initializing Router - Number of events: 1
2020-06-04T11:29:34-0300 [-] RouterFactory starting on 8081
2020-06-04T11:29:34-0300 [-] Creating AccessPoint station ...
2020-06-04T11:29:34-0300 [-] Initializing Access Point - Number of events: 2
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:49-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:50-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:51-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [stdout#info] cont <bound method AccessPointApp.print_associated_devices of <applications.accesspointapp.AccessPointApp object at 0x7f0f52062f28>>
2020-06-04T11:29:52-0300 [-] Received SIGINT, shutting down.
2020-06-04T11:29:52-0300 [applications.mqttapp.BrokerFactory] (TCP Port 5100 Closed)
2020-06-04T11:29:52-0300 [applications.routerapp.RouterFactory] (TCP Port 8081 Closed)
2020-06-04T11:29:52-0300 [-] Main loop terminated.
